ID,int_rate
364,10.0143
365,7.4682
366,12.0585
367,7.8503
368,13.0602
369,10.818
370,6.5625
371,12.0041
372,13.021
373,11.7848
374,14.8941
375,17.8842
376,17.8799
377,14.7652
378,9.1501
379,13.3286
380,8.7377
381,16.9444
382,6.9359
383,9.1039
384,13.8966
385,18.0676
386,13.6789
387,12.94
388,13.1352
389,13.2138
390,9.3191
391,11.2089
392,8.9902
393,7.7508
394,7.5021
395,8.8785
396,14.4283
397,9.9202
398,11.5818
399,8.8788
400,10.315
401,10.9092
402,11.2695
403,9.5754
404,19.3953
405,7.6072
406,10.2321
407,12.8359
408,13.6768
409,15.8875
410,13.0523
411,12.3867
412,7.2244
413,9.9238
414,10.2027
415,6.7064
416,9.2004
417,10.2445
418,8.9246
419,14.7613
420,8.3271
421,13.5726
422,14.1894
423,7.9899
424,15.8314
425,6.3566
426,9.4418
427,15.4855
428,7.9384
429,9.9316
430,11.7326
431,8.3802
432,8.4641
433,7.3092
434,8.3018
435,12.8778
436,9.4632
437,8.0575
438,6.9892
439,13.3561
440,16.9115
441,16.6742
442,13.3136
443,9.4977
444,7.758
445,14.5511
446,14.0857
447,14.2899
448,9.3383
449,9.0888
450,19.5059
451,10.4831
452,13.907
453,10.971
454,12.3945
455,15.823
456,9.4192
457,13.5879
458,7.907
459,15.1569
460,12.222
461,9.2955
462,10.3059
463,11.0511
464,13.1358
465,13.0209
466,12.2073
467,10.3347
468,12.0703
469,11.1033
470,15.2049
471,7.0446
472,11.1001
473,12.8953
474,14.4681
475,9.7859
476,10.6402
477,13.7489
478,7.4554
479,16.1754
480,9.4184
481,14.8322
482,11.2249
483,7.7976
484,9.3372
485,11.3021
486,8.3609
487,10.564
488,7.511
489,12.3444
490,7.5059
491,10.7278
492,11.3308
493,6.0
494,11.2845
495,7.0963
496,18.5904
497,6.7348
498,7.0363
499,11.804
500,10.7286
501,6.7152
502,13.4379
503,9.6049
504,8.4658
505,9.8802
506,7.234
507,8.0687
508,10.2828
509,11.019
510,6.8119
511,10.187
512,12.9904
513,7.2179
514,14.5601
515,9.8346
516,15.3822
517,7.2978
518,11.2446
519,8.358
520,12.8453
521,16.9203
522,9.4802
523,7.0025
524,6.9841
525,9.9275
526,7.693
527,10.3191
528,6.9863
529,11.4744
530,9.5285
531,7.5237
532,17.7077
533,11.8207
534,10.932
535,10.7129
536,6.4844
537,12.3998
538,9.0026
539,7.4757
540,14.3403
541,7.8264
542,13.2006
543,14.9889
544,9.4803
545,7.9449
546,6.0
547,9.4544
548,15.8957
549,16.226
550,7.9262
551,8.9876
552,9.8435
553,13.7212
554,12.7227
555,12.8302
556,13.0609
557,12.9343
558,9.9449
559,10.393
560,8.0441
561,9.2461
562,11.2929
563,6.6318
564,9.1173
565,10.4011
566,8.2877
567,11.2379
568,11.2866
569,13.9731
570,11.5477
571,11.055
572,11.2858
573,14.0495
574,6.3135
575,12.6092
576,13.2103
577,13.8021
578,14.3461
579,13.5731
580,12.7162
581,10.5688
582,9.1858
583,6.9615
584,13.368
585,8.1492
586,6.5341
587,11.0858
588,6.3929
589,8.8248
590,10.58
591,7.4356
592,6.5852
593,8.3552
594,12.3548
595,10.3818
596,16.8316
597,8.7465
598,12.566
599,13.678
600,9.5691
601,9.845
602,16.1557
603,11.5756
604,13.3674
605,11.9878
606,14.7127
607,15.1044
608,14.0359
609,14.9694
610,11.9082
611,6.3083
612,7.4171
613,7.4189
614,7.3818
615,12.0099
616,7.4668
617,9.4482
618,6.3467
619,14.0871
620,8.1357
621,8.6956
622,12.1154
623,9.1766
624,14.7491
625,9.9132
626,9.2527
627,10.6903
628,8.1455
629,11.6414
630,12.8818
631,6.2328
632,8.7097
633,12.4515
634,8.3911
635,11.5477
636,18.1295
637,7.9442
638,10.8426
639,13.7777
640,6.5542
641,10.9268
642,13.973
643,11.4298
644,11.0505
645,9.0305
646,9.8791
647,14.0323
648,11.4049
649,9.4538
650,12.7109
651,6.2675
652,9.5641
653,12.1448
654,8.2706
655,15.6983
656,8.7152
657,12.635
658,9.5302
659,6.8821
660,8.5637
661,20.7623
662,6.3595
663,10.6815
664,16.1754
665,14.4159
666,8.3743
667,13.4541
668,9.9037
669,7.9064
670,12.9829
671,17.3811
672,12.2729
673,8.0084
674,13.3469
675,10.4228
676,9.2402
677,13.4715
678,11.6681
679,9.5944
680,11.8661
681,9.8067
682,12.132
683,7.3267
684,11.1125
685,8.2742
686,13.3684
687,6.6292
688,10.5642
689,9.7353
690,10.5922
691,13.4809
692,9.8635
693,6.2947
694,8.1245
695,11.9949
696,10.0337
697,11.7698
698,14.7313
699,12.9119
700,9.7022
701,11.166
702,13.0398
703,9.2598
704,9.8171
705,10.375
706,7.1447
707,7.8823
708,14.7116
709,11.1039
710,6.1326
711,17.6933
712,12.1925
713,7.2825
714,12.8951
715,7.348
716,6.8318
717,6.8917
718,7.3738
719,13.943
720,7.3001
721,10.4567
722,14.3801
723,13.2307
724,8.6126
725,15.877
726,9.1479
727,11.2497
728,9.1262
729,13.5975
730,14.002
731,6.2004
732,7.2046
733,7.8687
734,8.7544
735,8.1891
736,10.2764
737,12.8153
738,12.94
739,8.8096
740,9.9134
741,17.1361
742,9.6317
743,8.8296
744,16.1042
745,12.7126
746,8.3463
747,6.1336
748,9.1303
749,12.7902
750,10.2303
751,8.0012
752,11.5075
753,8.2586
754,10.3528
755,9.7906
756,12.1635
757,10.8712
758,14.6227
759,13.1419
760,6.5884
761,10.1882
762,12.6708
763,9.0093
764,14.2381
765,8.2969
766,11.7063
767,8.4885
768,10.1795
769,9.913
770,8.766
771,6.9653
772,10.7858
773,12.4207
774,14.0652
775,6.5816
776,9.6487
777,11.0495
778,6.0
779,13.4477
780,10.8536
781,14.2249
782,7.2002
783,11.9524
784,6.1539
785,7.7345
786,10.7934
787,7.5151
788,7.3642
789,8.0018
790,12.0874
791,10.4968
792,6.0
793,11.0073
794,12.217
795,7.1128
796,7.0643
797,10.7449
798,6.3311
799,7.0338
800,10.0618
801,10.955
802,12.3907
803,12.7538
804,12.2172
805,9.1112
806,13.9993
807,10.5781
808,12.1895
809,9.3934
810,13.3507
811,10.7454
812,8.552
813,13.1131
814,14.3887
815,14.4603
816,10.9541
817,9.0019
818,7.781
819,13.2816
820,14.2477
821,9.1091
822,9.2021
823,16.3016
824,7.9162
825,6.9574
826,9.3382
827,10.0074
828,9.8752
829,7.7767
830,11.2855
831,12.6596
832,11.459
833,11.4256
834,9.0619
835,12.3047
836,10.8952
837,11.3542
838,17.3252
839,9.3284
840,8.7012
841,9.7349
842,8.3092
843,8.4355
844,8.0711
845,13.1689
846,10.1811
847,7.3754
848,10.0393
849,8.0554
850,8.986
851,9.6017
852,8.0023
853,8.9299
854,11.5672
855,13.0507
856,13.6697
857,8.1727
858,14.0527
859,8.1146
860,10.1554
861,6.0
862,10.1281
863,11.1145
864,12.249
865,8.7095
866,10.7435
867,10.7307
868,11.6047
869,12.3821
870,7.014
871,15.3515
872,9.0954
873,6.3888
874,11.8114
875,8.0104
876,8.047
877,11.2316
878,8.9472
879,8.661
880,9.5767
881,11.9238
882,12.0081
883,9.5944
884,13.7087
885,16.4042
886,11.5443
887,8.1442
888,12.5579
889,15.6141
890,8.1447
891,9.0539
892,12.6647
893,11.9017
894,13.2661
895,16.1933
896,9.193
897,8.512
898,7.482
899,8.72
900,9.5289
901,11.1867
902,12.0423
903,7.8329
904,8.0653
905,11.338
906,11.3214
907,6.8975
908,8.1103
909,11.6767
910,14.4656
911,11.1077
912,9.1733
913,16.1822
914,11.9864
915,10.0122
916,8.2293
917,6.4667
918,9.1718
919,14.7677
920,7.5654
921,8.5038
922,10.57
923,9.26
924,6.2761
925,7.7421
926,7.482
927,6.5046
928,6.8733
929,7.0193
930,11.542
931,7.5188
932,7.5307
933,16.7377
934,8.784
935,10.9118
936,10.3932
937,9.8963
938,7.209
939,8.0507
940,9.8346
941,9.1784
942,8.7748
943,10.8266
944,7.5245
945,14.5633
946,12.5724
947,9.8102
948,9.8709
949,9.4225
950,12.7442
951,11.4098
952,6.501
953,15.0608
954,11.1377
955,11.7704
956,6.5807
957,8.5063
958,13.6957
959,13.3033
960,12.7542
961,9.5929
962,12.3836
963,10.9488
964,6.9601
965,14.9581
966,6.6841
967,6.6454
968,6.7498
969,8.766
970,9.8857
971,11.0646
972,14.7954
973,14.2122
974,12.923
975,9.9672
976,18.108
977,9.4114
978,13.3584
979,11.0582
980,12.5152
981,9.4572
982,12.9369
983,14.7125
984,7.4281
985,9.8429
986,8.3407
987,10.2412
988,13.4228
989,9.0769
990,15.1939
991,12.9685
992,8.1363
993,10.6241
994,9.9573
995,6.62
996,7.7113
997,14.5374
998,12.6149
999,9.9237
1000,6.1365
1001,17.1962
1002,11.4267
1003,12.3414
1004,12.8863
1005,13.6738
1006,16.8948
1007,12.5617
1008,7.305
1009,13.5237
1010,6.6393
1011,14.5055
1012,10.1455
1013,10.1543
1014,15.8933
1015,10.6891
1016,6.2564
1017,10.6192
1018,12.0036
1019,11.9513
1020,11.4561
1021,8.592
1022,11.1564
1023,10.0824
1024,10.8389
1025,9.8356
1026,7.1746
1027,7.7841
1028,17.1928
1029,7.0837
1030,9.99
1031,10.9592
1032,6.8312
1033,9.2683
1034,12.5848
1035,8.0001
1036,7.0862
1037,8.8185
1038,13.6144
1039,8.8101
1040,14.6087
1041,15.0663
1042,11.7488
1043,10.9879
1044,7.2258
1045,8.3258
1046,8.4821
1047,7.6951
1048,14.3553
1049,17.0218
1050,13.0338
1051,8.5754
1052,13.9806
1053,13.5682
1054,13.8783
1055,15.1442
1056,15.0306
1057,9.1033
1058,12.8708
1059,13.011
1060,12.9917
1061,15.5491
1062,12.942
1063,6.9769
1064,9.3189
1065,8.4214
1066,10.6097
1067,10.5724
1068,12.7376
1069,8.5663
1070,11.3253
1071,13.1306
1072,16.0155
1073,14.6836
1074,11.1173
1075,7.1486
1076,14.0271
1077,9.9371
1078,7.3993
1079,11.2039
1080,16.8733
1081,14.0321
1082,8.7647
1083,13.9661
1084,11.2983
1085,14.2254
1086,8.887
1087,12.9125
1088,9.6027
1089,14.5905
1090,12.8115
1091,13.7485
1092,7.4903
1093,7.0052
1094,7.0074
1095,13.9796
1096,10.2272
1097,9.4702
1098,6.7944
1099,14.3355
1100,17.1982
1101,15.3122
1102,9.2624
1103,14.6593
1104,10.179
1105,7.2001
1106,15.6152
1107,9.9971
1108,14.0708
1109,12.1037
1110,15.1451
1111,17.9249
1112,12.9825
1113,11.7693
1114,18.4356
1115,14.977
1116,10.6229
1117,14.3845
1118,12.2634
1119,16.4689
1120,14.8981
1121,8.5657
1122,6.7238
1123,11.3428
1124,12.6668
1125,6.9875
1126,14.8441
1127,17.6041
1128,11.5427
1129,13.9752
1130,14.7105
1131,15.254
1132,6.7395
1133,15.2581
1134,16.7943
1135,7.7064
1136,13.8701
1137,11.0702
1138,14.3655
1139,10.8181
1140,15.0191
1141,17.4004
1142,11.1956
1143,9.4624
1144,8.5864
1145,18.6699
1146,12.7182
1147,12.3635
1148,14.7558
1149,13.2209
1150,12.2856
1151,6.4615
1152,16.2893
1153,9.4294
1154,9.6706
1155,14.3841
1156,8.1231
1157,7.7736
1158,6.3766
1159,12.6142
1160,12.7961
1161,9.8667
1162,6.887
1163,6.6382
1164,6.9758
1165,10.9218
1166,11.7782
1167,21.8569
1168,12.1031
1169,11.9466
1170,10.4451
1171,9.8218
1172,13.1315
1173,7.2738
1174,6.432
1175,14.1897
1176,16.0667
1177,13.2136
1178,6.5194
1179,7.1032
1180,12.7137
1181,10.7904
1182,9.8336
1183,8.5026
1184,8.5851
1185,14.7828
1186,8.7732
1187,12.0128
1188,14.8247
1189,14.6047
1190,15.4504
1191,12.1961
1192,8.4178
1193,6.4735
1194,10.4337
1195,9.0768
1196,11.4035
1197,10.89
1198,16.4237
1199,9.5312
1200,10.8458
1201,8.4796
1202,15.1739
1203,14.3604
1204,12.6528
1205,10.8222
1206,12.8184
1207,6.4447
1208,15.5915
1209,11.6186
1210,10.2575
1211,12.8664
1212,10.0456
1213,15.0335
1214,8.8978
1215,7.433
1216,8.8146
1217,17.1209
1218,9.581
1219,8.4312
1220,9.8922
1221,17.2924
1222,17.1025
1223,8.2466
1224,8.7733
1225,9.5772
1226,13.7818
1227,11.3836
1228,13.8441
1229,9.2035
1230,13.1686
1231,18.0096
1232,7.2868
1233,13.1282
1234,8.453
1235,15.5452
1236,11.1707
1237,8.8927
1238,11.4568
1239,6.0
1240,8.6502
1241,6.6014
1242,10.985
1243,14.6812
1244,15.1338
1245,16.0335
1246,18.2975
1247,13.3978
1248,6.9369
1249,6.6169
1250,13.4247
1251,10.8717
1252,15.6401
1253,6.4332
1254,13.9972
1255,12.5416
1256,11.624
1257,9.5275
1258,14.0258
1259,7.4716
1260,8.3295
1261,9.0507
1262,11.7341
1263,12.9449
1264,13.2023
1265,9.7627
1266,13.4681
1267,15.4086
1268,18.7529
1269,12.0049
1270,11.2027
1271,10.2473
1272,11.0284
1273,16.3385
1274,7.5778
1275,16.6149
1276,14.9858
1277,7.6056
1278,14.5636
1279,12.668
1280,10.9452
1281,8.3802
1282,13.5219
1283,16.3471
1284,6.1697
1285,8.84
1286,6.1456
1287,9.8181
1288,8.7897
1289,7.3882
1290,11.8578
1291,13.7515
1292,17.1227
1293,6.6861
1294,14.1048
1295,16.7276
1296,14.8533
1297,6.6106
1298,12.3394
1299,13.6053
1300,17.4105
1301,7.6806
1302,11.2334
1303,12.3815
1304,10.5032
1305,11.1633
1306,13.0064
1307,9.3311
1308,9.7573
1309,10.3068
1310,15.5822
1311,9.5713
1312,9.8226
1313,6.3435
1314,7.6823
1315,11.0901
1316,13.835
1317,8.5013
1318,10.1254
1319,11.8749
1320,14.3092
1321,16.068
1322,10.8698
1323,7.569
1324,19.5286
1325,12.3414
1326,9.6358
1327,14.3908
1328,14.2762
1329,12.0437
1330,13.5297
1331,7.4255
1332,10.7019
1333,11.6727
1334,13.1826
1335,13.2662
1336,11.9255
1337,9.0445
1338,8.7391
1339,12.8026
1340,12.2675
1341,17.2421
1342,11.1146
1343,10.178
1344,8.7584
1345,13.723
1346,11.7398
1347,9.2621
1348,9.8374
1349,11.5915
1350,6.3352
1351,13.7984
1352,9.7522
1353,9.2992
1354,13.8808
1355,11.9536
1356,14.276
1357,6.841
1358,12.948
1359,16.4249
1360,11.4577
1361,10.2022
1362,11.9751
1363,13.0362
1364,7.8175
1365,15.2865
1366,9.4156
1367,14.4894
1368,9.1282
1369,16.6008
1370,16.4298
1371,13.5308
1372,11.1655
1373,9.8606
1374,12.3513
1375,7.5999
1376,13.0378
1377,18.386
1378,17.5388
1379,11.4979
1380,15.7419
1381,9.9144
1382,12.8425
1383,17.2746
1384,11.8768
1385,12.4685
1386,13.7026
1387,19.9217
1388,10.4576
1389,11.5569
1390,9.112
1391,16.1962
1392,13.6383
1393,10.1565
1394,9.2531
1395,16.3337
1396,19.3056
1397,11.8253
1398,11.4422
1399,18.8638
1400,10.8317
1401,9.8051
1402,16.4439
1403,12.2212
1404,11.5697
1405,14.6595
1406,6.4437
1407,12.3635
1408,17.0078
1409,9.2103
1410,16.6034
1411,12.0543
1412,11.8722
1413,13.7218
1414,12.3591
1415,12.694
1416,13.2271
1417,13.9989
1418,7.7025
1419,8.6663
1420,15.544
1421,11.0005
1422,14.0652
1423,19.9205
1424,6.6542
1425,16.1631
1426,12.1744
1427,9.3041
1428,20.2586
1429,16.9469
1430,11.7509
1431,16.3144
1432,10.0804
1433,10.7303
1434,6.6401
1435,19.3051
1436,9.2777
1437,13.1777
1438,16.1762
1439,13.8497
1440,10.5163
1441,6.0
1442,8.7824
1443,9.9455
1444,7.4346
1445,13.2466
1446,12.9179
1447,6.3014
1448,14.4661
1449,7.9561
1450,13.7824
1451,11.929
1452,14.3869
1453,13.0154
1454,14.6854
1455,11.5386
1456,14.742
1457,11.0523
1458,15.1848
1459,7.9699
1460,13.1524
1461,15.4923
1462,13.5203
1463,15.8442
1464,15.7335
1465,13.6976
1466,14.1252
1467,8.8843
1468,15.4109
1469,8.8719
1470,15.9969
1471,6.8087
1472,18.078
1473,9.6307
1474,11.4882
1475,12.8641
1476,14.0343
1477,15.0002
1478,8.1438
1479,10.962
1480,10.1638
1481,15.935
1482,13.3136
1483,14.7679
1484,8.936
1485,10.9015
1486,10.2215
1487,20.7231
1488,12.8547
1489,13.3598
1490,11.4404
1491,14.2125
1492,14.1652
1493,12.9628
1494,11.0206
1495,9.4672
1496,9.5883
1497,13.2686
1498,15.9185
1499,15.5778
1500,16.8851
1501,9.8537
1502,11.4336
1503,12.3141
1504,11.9
1505,16.0197
1506,15.2352
1507,11.0715
1508,10.2751
1509,10.6987
1510,8.3968
1511,12.3359
1512,9.3664
1513,15.393
1514,15.1093
1515,15.0297
1516,15.9843
1517,15.1612
1518,13.0433
1519,14.0146
1520,12.8663
1521,15.6118
1522,11.3793
1523,13.564
1524,8.8949
1525,14.2105
1526,9.2708
1527,13.993
1528,12.535
1529,11.4035
1530,8.7864
1531,15.4035
1532,7.2763
1533,10.4832
1534,9.7667
1535,14.3518
1536,9.4955
1537,9.1359
1538,16.7209
1539,11.3545
1540,15.8043
1541,12.2732
1542,15.4773
1543,11.8929
1544,13.1873
1545,10.5495
1546,11.5477
1547,7.2814
1548,16.2735
1549,9.3243
1550,11.2671
1551,9.3477
1552,12.0674
1553,13.1359
1554,20.8198
1555,8.8447
1556,9.038
1557,13.4338
1558,7.3254
1559,14.5504
1560,9.9937
1561,10.3493
1562,13.0037
1563,12.4668
1564,10.3504
1565,14.1693
1566,8.0085
1567,9.8074
1568,10.4315
1569,12.1496
1570,13.7595
1571,12.624
1572,13.2112
1573,10.0812
1574,11.5611
1575,6.0
1576,8.4833
1577,14.295
1578,9.4644
1579,12.5713
1580,7.4294
1581,16.4248
1582,11.7511
1583,7.5115
1584,17.8809
1585,6.7167
1586,10.5564
1587,18.8797
1588,14.5174
1589,15.081
1590,16.9552
1591,10.2738
1592,17.5486
1593,7.8447
1594,13.341
1595,11.7841
1596,9.4593
1597,10.3667
1598,9.0316
1599,12.096
1600,17.1116
1601,7.1836
1602,13.0485
1603,20.1053
1604,10.5426
1605,9.8686
1606,18.1955
1607,9.864
1608,9.5181
1609,8.9368
1610,15.1714
1611,6.6597
1612,13.6127
1613,10.0403
1614,10.0102
1615,13.4768
1616,8.4234
1617,9.5491
1618,11.9016
1619,7.5818
1620,6.766
1621,7.2741
1622,9.3312
1623,14.2405
1624,16.7616
1625,6.0
1626,11.2974
1627,9.986
1628,15.169
1629,9.5433
1630,17.0049
1631,13.0394
1632,13.0665
1633,6.0
1634,6.6751
1635,11.4863
1636,7.5136
1637,9.3209
1638,7.3923
1639,13.8926
1640,17.9047
1641,9.6362
1642,10.1763
1643,6.745
1644,13.8786
1645,9.4236
1646,10.2486
1647,12.9587
1648,14.203
1649,19.023
1650,11.6525
1651,7.2237
1652,11.657
1653,6.4531
1654,11.5214
1655,14.6439
1656,9.9916
1657,7.1723
1658,10.8861
1659,8.9472
1660,13.873
1661,7.7412
1662,9.4262
1663,18.2775
1664,11.4704
1665,9.4711
1666,14.0683
1667,14.2949
1668,16.309
1669,9.9217
1670,11.9443
1671,8.484
1672,9.1483
1673,7.7831
1674,11.2099
1675,8.2528
1676,8.8215
1677,9.4168
1678,8.1073
1679,7.4914
1680,12.9535
1681,7.8861
1682,10.1657
1683,12.8167
1684,14.6774
1685,12.5331
1686,12.2052
1687,6.1233
1688,11.3242
1689,10.0801
1690,18.8876
1691,13.4449
1692,11.0584
1693,13.6822
1694,19.8508
1695,12.1747
1696,7.7996
1697,17.8881
1698,9.2613
1699,11.1701
1700,7.9072
1701,10.9583
1702,9.4287
1703,13.2795
1704,15.7165
1705,15.0046
1706,14.2739
1707,14.3756
1708,12.3472
1709,7.6361
1710,9.0562
1711,15.0363
1712,8.6384
1713,9.638
1714,9.2863
1715,13.1181
1716,14.2905
1717,14.7919
1718,10.8332
1719,8.6267
1720,18.5368
1721,11.2467
1722,11.0219
1723,11.7995
1724,8.8117
1725,18.6148
1726,14.6373
1727,10.5583
1728,19.4665
1729,11.3741
1730,8.0194
1731,9.437
1732,17.1051
1733,15.466
1734,10.6697
1735,10.207
1736,11.6683
1737,11.6049
1738,17.2311
1739,10.0988
1740,8.9312
1741,16.7452
1742,6.0163
1743,10.4226
1744,10.2957
1745,18.5703
1746,12.1587
1747,6.7127
1748,10.2667
1749,9.9632
1750,17.3044
1751,10.9577
1752,7.7122
1753,19.4062
1754,11.2782
1755,19.9806
1756,14.7567
1757,10.7648
1758,12.5601
1759,12.7307
1760,12.1454
1761,11.1769
1762,12.7778
1763,7.5392
1764,16.2733
1765,9.4875
1766,16.7835
1767,7.0021
1768,15.618
1769,13.2667
1770,18.7889
1771,15.3842
1772,7.6203
1773,10.9201
1774,8.4974
1775,13.838
1776,9.7808
1777,12.759
1778,8.772
1779,13.9793
1780,10.6373
1781,6.3915
1782,6.5609
1783,10.256
1784,14.0077
1785,7.6629
1786,7.712
1787,10.3638
1788,11.8258
1789,12.4228
1790,8.201
1791,11.311
1792,13.5082
1793,13.2044
1794,15.7195
1795,8.601
1796,6.2317
1797,10.1989
1798,8.437
1799,11.5661
1800,12.7834
1801,15.2612
1802,15.2865
1803,7.2924
1804,9.4396
1805,14.806
1806,6.5724
1807,12.1526
1808,13.4817
1809,12.064
1810,8.2321
1811,10.6102
1812,8.0174
1813,6.8441
1814,16.2002
1815,14.5194
1816,16.2502
1817,12.7059
1818,11.3119
1819,18.232
1820,14.7025
1821,12.7325
1822,8.7982
1823,12.3504
1824,15.7704
1825,11.4259
1826,13.2257
1827,11.7273
1828,12.3442
1829,9.6087
1830,10.0934
1831,12.8314
1832,7.3309
1833,10.1933
1834,7.7474
1835,7.4611
1836,6.6475
1837,9.2767
1838,8.3178
1839,8.0666
1840,16.7236
1841,9.112
1842,11.5141
1843,16.2342
1844,13.6774
1845,9.0424
1846,13.5126
1847,6.4175
1848,9.0614
1849,13.5983
1850,8.5226
1851,8.2167
1852,6.0
1853,13.5464
1854,13.0311
1855,18.3155
1856,9.8767
1857,9.4993
1858,9.4238
1859,6.0
1860,8.8327
1861,11.2725
1862,13.8727
1863,10.5054
1864,18.108
1865,11.1277
1866,10.8281
1867,10.5046
1868,15.3942
1869,15.4721
1870,11.2302
1871,10.5237
1872,10.2556
1873,6.5598
1874,11.0297
1875,9.1591
1876,16.7066
1877,8.6453
1878,8.5212
1879,6.0707
1880,7.9729
1881,6.5674
1882,13.1114
1883,13.3464
1884,12.7207
1885,16.0629
1886,8.6015
1887,19.9323
1888,10.3415
1889,8.4065
1890,12.4418
1891,12.1183
1892,11.1345
1893,19.9701
1894,8.9018
1895,8.6079
1896,11.0608
1897,13.0605
1898,19.524
